artist,popularity,country,danceability,energy,acousticness,instrumentalness,valence,loudness,tempo_confidence,time_signature,time_signature_confidence,k_0,k_1,k_2,k_3,k_4,k_5,k_6,k_7,k_8,k_9,k_10,key_confidence,mode,mode_confidence,artist_followers,al_type_compilation,al_type_single,exp_False,al_total_tracks_log,track_dur_log,speechiness_log,liveness_log,tempo_log
Nunu,55,israel,0.768,0.8,0.113,0.000343,0.608,-4.387,0.861,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.415,0,0.37,39993,0,1,1,0.0,5.223728509556964,-2.3936044913812142,-0.5996568374726063,4.851866187959893
Thịnh Suy,45,vietnam,0.681,0.153,0.94,1.04e-05,0.382,-10.435,0.077,3,0.425,0,0,0,0,0,0,0,0,0,0,0,0.54,1,0.624,401066,0,0,1,2.1972245773362196,5.547763940363293,-3.3581378922017087,-2.1803674602697964,5.134662497998074
Ren Ran,66,singapur,0.578,0.508,0.722,0.0,0.304,-8.884,0.069,4,0.982,0,0,0,0,0,0,0,0,0,0,1,0.502,1,0.543,279576,0,0,1,2.5649493574615367,5.690379724388891,-2.926206210905381,-2.2537949288246137,4.996806786159722
Murilo Huff,80,brasil,0.586,0.734,0.708,0.0,0.572,-5.048,0.347,4,0.708,0,0,0,0,0,1,0,0,0,0,0,0.613,1,0.618,537780,0,1,1,0.0,5.139134044192704,-3.0491330502811063,-0.709276562489829,4.50591322789075
Taylor Swift,87,eeuu,0.798,0.277,0.173,5.25e-05,0.163,-10.764,0.406,4,0.976,0,0,0,0,1,0,0,0,0,0,0,0.492,0,0.376,68732645,0,0,0,2.5649493574615367,5.104738685418126,-0.941608539858445,-2.111964733385396,4.381576533393496
BTS,86,korea_sur,0.724,0.818,0.0201,0.0,0.696,-3.747,0.5,4,0.996,0,0,0,0,0,0,0,0,1,0,0,0.39,1,0.614,61771516,0,0,1,3.5553480614894135,5.322712373882747,-1.783791299578878,-3.3298073855754824,4.343857368556379
Seafret,88,arabia_saudí,0.4,0.479,0.0529,2.14e-06,0.213,-7.989,0.06,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.826,0,0.756,793586,0,0,1,2.772588722239781,5.434477176854376,-3.4802405890026082,-2.162823150618887,5.112945161254128
Norlie & KKV,65,suecia,0.525,0.691,0.000712,0.0,0.787,-5.665,0.424,4,0.967,0,0,0,0,0,0,0,0,0,0,0,0.568,1,0.73,406493,0,1,1,0.0,5.333066558874855,-3.0812901619156374,-1.9173226922034008,5.02415022131594
Miszel,71,polonia,0.583,0.835,0.457,0.0,0.686,-6.362,0.128,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.554,0,0.545,61045,0,1,0,0.0,5.105084497305974,-1.720369473141382,-1.1147416705979933,5.010841939410309
Jorkan,48,panamá,0.652,0.655,0.203,0.0,0.667,-8.554,0.043,4,0.995,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,61468,0,1,0,0.0,5.579729825986222,-1.4961092271270973,-1.2073117055914506,4.491788699287119
TINI,80,argentina,0.801,0.633,0.414,0.0,0.676,-2.785,0.5,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0.604,0,0.577,5749546,0,1,1,0.0,5.122021618049723,-2.5549000216085354,-1.3093333199837622,4.522060279265085
coldcore,57,kazijistán,0.954,0.484,0.0507,0.00078,0.263,-10.21,0.638,4,1.0,0,0,0,0,1,0,0,0,0,0,0,0.355,0,0.326,9953,0,1,0,0.0,4.624972813284271,-1.2982834837971773,-2.3025850929940455,4.812029871895744
Miksu / Macloud,66,alemania,0.667,0.849,0.165,4.8e-05,0.752,-4.4,0.042,4,0.889,0,0,0,0,0,0,0,0,0,0,1,0.412,0,0.619,96961,0,1,0,1.3862943611198906,5.063101233999558,-2.0874737133771,-2.234926444520231,5.043438020061807
Bad Bunny,88,colombia,0.663,0.786,0.229,0.0,0.579,-3.51,0.199,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0.526,0,0.523,65270837,0,0,0,3.1354942159291497,5.290118850371135,-1.6347557204183902,-1.5186835491656363,5.278726716783033
Bizarrap,88,global,0.535,0.874,0.371,0.0,0.323,-7.02,0.117,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0.68,0,0.587,9423370,0,1,1,0.0,5.399532803223591,-1.987774353154012,-1.6502599069543555,4.940026832531903
Dequine,50,kazijistán,0.671,0.539,0.0537,0.00352,0.545,-6.165,0.065,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0.431,1,0.425,25238,0,1,0,0.0,5.181452034672697,-1.3509272172825992,-2.2164073967529934,5.1582216184659515
uglystephan,63,bielorrusia,0.764,0.7,0.113,0.0,0.273,-4.462,0.258,4,0.997,0,0,1,0,0,0,0,0,0,0,0,0.167,0,0.302,129105,0,1,0,0.0,4.807964080412712,-2.145581344184381,-2.017406150760383,4.976809601612159
Martinwhite,76,chile,0.795,0.858,0.0151,0.0213,0.798,-4.302,0.638,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0.328,0,0.435,11818,0,1,0,0.0,4.780013852926087,-2.6780060797538336,-2.650725134482941,4.6438041885988595
Azaan Sami Khan,67,pakistán,0.581,0.578,0.671,0.0,0.335,-7.571,0.685,4,0.917,0,0,0,0,0,1,0,0,0,0,0,0.55,0,0.721,86597,0,0,1,2.1972245773362196,5.55627578567108,-2.9488486876551407,-2.24431618487007,4.941642422609304
Macaroni Empitsu,71,japón,0.598,0.511,0.245,0.0,0.652,-6.015,0.023,4,0.843,0,0,0,0,1,0,0,0,0,0,0,0.446,1,0.468,888510,0,0,1,2.6390573296152584,5.390221753217529,-3.1629681929299047,-2.614559858014871,5.14659290773146
2115,70,polonia,0.81,0.695,0.313,0.000456,0.723,-7.929,0.715,4,1.0,0,0,0,0,0,0,0,0,0,0,1,0.157,0,0.373,177560,0,1,1,0.0,5.3666206670021905,-2.4557362724882204,-1.2694006096483912,4.7535901911063645
venbee,78,irlanda,0.62,0.837,0.128,0.000242,0.433,-4.356,0.147,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.635,0,0.633,37805,0,1,1,0.6931471805599453,5.138365726974809,-2.0402208285265546,-1.4188175528254507,5.147965296193171
Ezhel,66,turquía,0.816,0.696,0.201,0.000643,0.81,-6.75,0.824,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.391,0,0.393,5618724,0,1,1,0.0,5.172005564137278,-1.8773173575897015,-2.0402208285265546,4.605210185188112
LE SSERAFIM,88,korea_sur,0.882,0.797,0.0821,0.0,0.824,-3.299,0.973,4,1.0,0,0,0,0,0,0,0,0,0,0,1,0.355,0,0.564,1644225,0,1,1,1.6094379124341003,5.217345894372912,-2.5022562881231134,-2.1803674602697964,4.654198417055446
Gettomasa,66,finlandia,0.613,0.737,0.324,0.0,0.484,-6.052,0.306,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0.846,1,0.664,100924,0,0,0,2.3978952727983707,5.386662437106218,-1.9449106487222299,-1.8388510767619055,4.828553708506909
Gazzelle,66,italia,0.671,0.561,0.327,3.91e-05,0.404,-4.942,0.58,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0.627,1,0.581,714486,0,1,1,0.0,5.337283239540015,-3.249335032352909,-1.7092582477163114,4.92722469922987
Beyoncé,93,global,0.78,0.689,0.0368,9.69e-06,0.642,-5.668,0.746,4,0.998,0,0,0,0,0,0,0,1,0,0,0,0.206,1,0.392,33755306,0,0,0,2.772588722239781,5.417823361501668,-1.9589953886039688,-2.6621212692138103,4.745297279078916
Lipta,65,tailandia,0.838,0.635,0.136,0.0,0.96,-5.929,0.26,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0.365,469210,0,1,1,0.0,5.2548878086207,-3.223888366691745,-2.6464848454440553,4.575236613528961
MoonDeity,82,ucrania,0.548,0.996,0.0284,0.92,0.893,-2.169,0.167,4,0.88,0,0,0,0,0,0,0,1,0,0,0,0.611,1,0.546,185902,0,1,0,0.0,5.5807217866607015,-2.1892564076870427,-0.5191938734365074,4.553866365229349
Lazza,73,italia,0.381,0.627,0.232,0.0,0.458,-5.446,0.292,5,0.279,0,0,0,0,1,0,0,0,0,0,0,0.442,0,0.324,1266122,0,0,0,2.833213344056216,5.048971000361829,-2.1715568305876416,-2.521985658029421,5.235563917886819
Taylor Swift,89,global,0.696,0.396,0.401,5.2e-06,0.38,-10.331,0.843,4,0.748,0,0,1,0,0,0,0,0,0,0,0,0.21,1,0.431,68732645,0,0,1,2.5649493574615367,5.268919451363476,-2.7241795830320936,-2.0794415416798357,4.787758373899477
نور النبوي,54,egipto,0.867,0.812,0.127,0.0,0.734,-4.373,0.872,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0.524,1,0.185,117330,0,1,1,0.0,4.7036752566889355,-2.0024805005437076,-1.851509473633829,4.745297279078916
Mrs. GREEN APPLE,67,japón,0.609,0.868,0.0142,0.0,0.496,-2.578,0.255,4,0.965,0,0,0,0,0,0,0,0,0,1,0,0.185,1,0.245,2418607,0,1,1,1.0986122886681098,5.546578805863868,-3.2015271865335877,-1.1147416705979933,4.564223183654685
Luciano,70,alemania,0.846,0.42,0.296,0.00134,0.621,-8.619,0.755,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,0.648,1649304,0,0,1,2.995732273553991,5.184325261226633,-2.2633643798407643,-2.4079456086518722,4.9407634650106536
Gibbs,59,polonia,0.754,0.568,0.497,0.0,0.545,-6.92,0.614,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.894,0,0.691,155120,0,0,1,2.8903717578961645,5.604915644128161,-2.7598699498320065,-2.162823150618887,4.48316073159323
Da LAB,62,vietnam,0.71,0.552,0.761,1.22e-05,0.617,-10.257,0.803,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.816,1,0.678,839402,0,1,1,0.0,5.542944484529087,-2.667868411469378,-2.384880335720876,4.940956473114019
Gulddreng,57,dinamarca,0.326,0.511,0.333,0.0,0.212,-4.737,0.433,4,0.958,1,0,0,0,0,0,0,0,0,0,0,0.514,1,0.544,52105,0,1,0,0.0,5.42505133393462,-3.283414346005772,-2.282782465697866,4.418961082466944
Crowd Lu,65,taiwán,0.425,0.201,0.873,0.0,0.267,-11.961,0.135,4,0.846,0,0,0,0,0,0,0,0,0,0,1,0.665,1,0.652,395615,0,1,1,0.0,5.76883648790488,-3.2887619523323672,-2.198225077669803,4.9150637468050915
Macklemore & Ryan Lewis,82,bélgica,0.633,0.927,0.0267,0.0,0.88,-4.468,0.59,4,0.98,0,0,1,0,0,0,0,0,0,0,0,0.444,1,0.489,2607819,0,0,1,2.70805020110221,5.554628733752985,-2.4781296655089764,-2.3166840173735475,4.984270784664927
KALUSH,65,ucrania,0.832,0.817,0.145,0.00169,0.324,-5.182,0.769,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0.812,1,0.655,657696,0,1,1,0.0,5.190425872888078,-3.165335057940171,-2.162823150618887,4.653817482809613
Young Jonn,59,nigeria,0.856,0.85,0.00389,0.002,0.515,-5.59,0.52,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0.185,175467,0,1,1,1.791759469228055,5.005575850000287,-2.9022419304666522,-2.162823150618887,4.778862954972735
Kabe,67,polonia,0.399,0.757,0.289,0.0,0.337,-6.586,0.003,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0.259,1,0.395,241319,0,1,0,0.0,5.093750200806762,-2.667868411469378,-2.7457520682862215,4.289157223768249
Eason Chan,66,taiwán,0.615,0.535,0.63,0.0,0.293,-6.847,0.316,4,0.831,0,0,0,0,0,0,0,0,1,0,0,0.589,0,0.568,2138252,0,1,1,0.0,5.545177444479562,-3.4420193761824103,-2.400197921861046,4.867726739659136
SHRTY,64,finlandia,0.807,0.681,0.176,1.24e-05,0.69,-7.977,0.863,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.231,1,0.426,5351,0,1,0,0.0,4.922590656203661,-3.259697819388456,-2.322787800311565,4.852272422096959
Bad Bunny,87,colombia,0.644,0.648,0.276,0.0,0.44,-4.601,0.437,4,0.968,0,1,0,0,0,0,0,0,0,0,0,0.468,1,0.615,65270837,0,1,0,0.0,5.331316844811145,-2.137070654516472,-2.0024805005437076,5.192684591608793
Dermot Kennedy,64,irlanda,0.674,0.548,0.446,0.0,0.359,-7.115,0.377,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.427,1,0.507,1284101,0,0,1,2.3978952727983707,5.2893825698654435,-2.9818293683849997,-2.551046452292545,4.605370165990758
Abdul Hannan,66,pakistán,0.462,0.371,0.794,0.118,0.187,-11.604,0.186,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.302,0,0.506,201880,0,1,1,0.0,5.12574810119676,-2.314657674228315,-2.0874737133771,4.601784460883883
Costi,58,finlandia,0.808,0.892,0.114,0.379,0.901,-4.276,0.833,4,1.0,0,0,0,0,0,0,0,0,0,0,1,0.679,0,0.711,12284,0,1,1,0.0,5.1729128611351225,-3.2649197633696074,-2.557477342622836,4.897720389836733
ReTo,68,polonia,0.913,0.653,0.387,8.55e-06,0.28,-5.499,0.59,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.552,1,0.638,866044,0,1,0,0.0,5.149701342219253,-2.7806208939370456,-1.820158943749753,4.83659138286839
Terence Lam,54,hong_kong,0.711,0.315,0.742,0.0,0.232,-11.211,0.551,4,0.944,1,0,0,0,0,0,0,0,0,0,0,0.488,1,0.567,152579,0,0,1,2.1972245773362196,5.275171557040724,-3.3813947543659757,-2.111964733385396,4.80444718343146
Dzsúdló,54,hungría,0.675,0.649,0.399,0.0,0.436,-5.507,0.278,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.562,1,0.561,69344,0,0,1,2.302585092994046,5.35196239344365,-2.9778923554256598,-1.851509473633829,4.478200078122539
Blessd,68,colombia,0.756,0.606,0.71,0.0,0.557,-6.095,0.787,4,0.98,0,0,0,0,0,0,0,0,1,0,0,0.059,1,0.328,1740658,0,0,0,2.5649493574615367,5.4642977981288725,-1.2106617924767327,-2.0635681925235456,4.523341718126854
告五人,64,taiwán,0.485,0.103,0.959,5.32e-05,0.21,-13.383,0.165,4,0.511,0,1,0,0,0,0,0,0,0,0,0,0.59,1,0.699,515851,0,0,1,2.4849066497880004,5.601232819640407,-3.3049785239216125,-2.234926444520231,4.945883416866558
Rusherking,79,argentina,0.649,0.487,0.08,0.0,0.681,-7.567,0.067,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.56,1,0.513,1134733,0,1,1,0.0,5.099866427824199,-1.4610179073158271,-1.4610179073158271,5.192912405458082
Wizkid,74,nigeria,0.914,0.643,0.0498,0.0,0.764,-3.929,0.836,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0.162,3358687,0,0,1,2.5649493574615367,5.235941837788267,-2.0099154790312257,-2.783851914518492,4.654246023634684
Favst,70,polonia,0.773,0.847,0.174,5.87e-06,0.639,-6.731,0.768,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.204,1,0.448,27690,0,1,1,0.0,5.332718793265369,-1.6450650900772514,-1.5324768712979722,4.700707612697155
Lil Nas X,90,francia,0.637,0.715,0.148,0.0,0.308,-4.971,0.801,4,0.963,0,0,1,0,0,0,0,0,0,0,0,0.625,0,0.672,12307951,0,1,0,0.0,5.349841884201427,-3.0900429530252325,-2.4168742393961735,4.9549252426376516
Guilherme & Benuto,86,brasil,0.714,0.748,0.59,0.0,0.698,-4.605,0.706,4,0.695,0,0,0,0,0,0,0,0,0,0,0,0.833,1,0.723,460628,0,1,1,0.0,5.15540496668918,-2.6897192444174864,-0.46840490788203853,4.654255544678572
Darin,65,suecia,0.474,0.862,0.0148,6.61e-05,0.3,-2.859,0.843,4,0.578,1,0,0,0,0,0,0,0,0,0,0,0.374,1,0.43,155449,0,1,1,0.0,5.402285413170692,-2.6578324849415926,-1.5278579254416775,4.866326028299855
Kizz Daniel,73,nigeria,0.891,0.692,0.173,0.132,0.895,-6.321,0.843,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.208,0,0.414,1399900,0,1,0,0.0,5.171245068984252,-3.03032371832361,-2.3655248927679198,4.699971145252551
Eladio Carrion,80,españa,0.712,0.684,0.548,0.0,0.513,-4.887,0.359,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.517,1,0.687,2906636,0,0,0,2.302585092994046,4.995129024224787,-2.972015746936675,-1.783791299578878,4.86782671543432
KAROL G,88,colombia,0.627,0.858,0.263,0.0,0.342,-2.824,0.476,4,0.953,0,0,0,0,0,0,0,0,0,0,0,0.608,0,0.707,32698070,0,1,1,0.0,5.34309950931993,-0.9519179095173061,-1.5606477482646683,4.527457262259076
Focalistic,56,sudáfrica,0.897,0.428,0.0325,0.00591,0.156,-13.474,0.955,4,1.0,0,0,0,0,0,0,0,0,0,0,1,0.405,1,0.426,535917,0,0,1,2.70805020110221,6.101602880793878,-2.7646205525906042,-2.419118909249997,4.718606008412851
YARMAK,56,ucrania,0.66,0.62,0.092,0.0,0.127,-9.811,0.077,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0.757,1,0.42,97367,0,1,1,0.0,5.330518306336025,-2.615926912226404,-2.4592389030394224,4.413283024324436
thasup,76,italia,0.765,0.726,0.24,0.0,0.69,-5.26,0.9,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.473,1,0.482,2053229,0,0,1,2.995732273553991,5.33027135628889,-2.985781942700823,-2.071473372030659,4.840684897957298
Semicenk,73,turquía,0.669,0.417,0.381,0.0981,0.304,-8.208,0.213,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0.079,0,0.205,425249,0,1,1,1.0986122886681098,5.09476195874569,-2.7257051363409306,-2.0794415416798357,4.419864180153177
Mau P,80,países_bajos,0.683,0.932,0.0389,0.605,0.553,-10.38,0.871,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.286,1,0.207,25540,0,1,1,0.0,5.462920372848311,-2.9700645268054133,-2.7887181041696647,4.828201731029833
Chris Brown,95,global,0.733,0.69,0.0635,1.18e-06,0.31,-8.947,0.5,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0.478,0,0.495,18661040,0,0,0,3.7376696182833684,5.218261742124413,-3.1535563587475584,-2.2537949288246137,4.761584017240861
yama,76,japón,0.581,0.926,0.176,0.0,0.874,-3.268,0.795,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.489,0,0.403,846379,0,1,1,0.0,5.2584064152351955,-2.7150748160391744,-1.3823023398503531,4.762515756711869
Hooja,68,suecia,0.848,0.675,0.105,1.85e-06,0.505,-8.511,0.802,4,0.882,0,0,0,0,0,0,0,0,0,1,0,0.606,0,0.591,81928,0,1,1,0.0,4.96758860455389,-2.2633643798407643,-2.48530672980934,4.9415209866648295
Bakr,52,kazijistán,0.786,0.64,0.483,2.36e-06,0.184,-6.668,0.695,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.564,0,0.562,290035,0,1,1,0.0,5.198585425149027,-2.614559858014871,-2.2072749131897207,4.7709049391776475
Peter Fox,83,alemania,0.903,0.719,0.514,7.67e-05,0.639,-8.054,0.848,4,0.991,0,1,0,0,0,0,0,0,0,0,0,0.392,1,0.51,719252,0,1,0,0.0,5.441677176654,-2.9565115604007097,-0.2970592342643779,4.77098966268254
DIVINE,74,inglaterra,0.816,0.767,0.0346,0.0,0.835,-3.592,0.75,4,0.975,0,0,0,0,0,1,0,0,0,0,0,0.499,1,0.581,4807657,0,0,0,2.4849066497880004,5.129981551728697,-1.1301029557594804,-1.4784096500276962,4.95419897242617
Bruno X Spacc,57,hungría,0.859,0.672,0.43,0.0449,0.524,-5.355,0.182,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.829,1,0.576,129699,0,1,0,0.0,4.8866279274199,-3.0576076772720784,-2.622790357151387,4.564066901909638
RAVA,53,rumanía,0.648,0.543,0.954,0.0227,0.594,-8.899,0.452,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0.0,225236,0,1,1,0.0,5.165928178502291,-2.1037342342488805,-1.742969305058623,4.601834629198589
Beton.Hofi,61,hungría,0.678,0.825,0.194,0.0,0.51,-5.422,0.422,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0.667,0,0.595,32043,0,0,1,2.6390573296152584,4.822480758509857,-1.2073117055914506,-0.36528331847533263,4.455625548708074
Sefo,76,turquía,0.651,0.804,0.275,0.0,0.311,-5.488,0.135,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.324,0,0.402,1747033,0,1,1,0.0,5.112307014506887,-1.3943265328171548,-2.2633643798407643,5.194106190146732
Yago Oproprio,76,brasil,0.697,0.588,0.365,0.0,0.511,-9.037,0.324,4,0.985,0,0,0,1,0,0,0,0,0,0,0,0.277,0,0.373,76203,0,1,1,0.0,4.939518740620744,-1.8838747581358606,-2.2164073967529934,5.023465961244107
Carin Leon,83,mexico,0.746,0.37,0.456,0.0,0.595,-6.309,0.376,3,1.0,0,0,1,0,0,0,0,0,0,0,0,0.445,1,0.551,5646569,0,1,1,0.0,5.122128963457529,-3.486755270023802,-2.24431618487007,4.580549570805844
Ian,57,rumanía,0.866,0.561,0.0141,5.79e-05,0.646,-7.92,0.938,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.692,0,0.606,334849,0,0,1,2.9444389791664403,5.116723544890621,-2.1286317858706076,-2.3025850929940455,4.904770947833399
B Praak,74,inglaterra,0.585,0.722,0.269,0.0,0.395,-4.984,0.077,4,1.0,0,0,0,1,0,0,0,0,0,0,0,0.368,1,0.575,5780216,0,1,1,0.0,5.460708287853112,-2.624168717121508,-2.7015712350045007,4.383475584438986
Bad Bunny,91,colombia,0.804,0.674,0.294,1.18e-06,0.292,-5.453,0.381,4,0.993,0,0,0,0,0,1,0,0,0,0,0,0.332,0,0.505,65270837,0,0,0,3.1354942159291497,5.505083537703669,-3.402197881995739,-2.162823150618887,4.604850134777166
Miksu / Macloud,68,alemania,0.719,0.685,0.569,0.0,0.632,-7.083,0.736,4,0.982,0,0,0,0,0,0,1,0,0,0,0,0.053,0,0.433,96961,0,1,0,0.0,5.187234956474735,-1.3586791940869172,-1.3356012468043725,4.913918792551573
Metejoor,50,bélgica,0.734,0.564,0.364,0.0,0.538,-7.31,0.948,4,0.847,0,0,0,0,0,0,1,0,0,0,0,0.312,1,0.494,92024,0,1,1,0.0,5.295478340324173,-3.4420193761824103,-0.6405547304407747,4.753624673270469
TRANG,60,vietnam,0.848,0.432,0.761,2.5e-05,0.656,-10.262,0.771,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.625,0,0.607,97541,0,0,1,2.3978952727983707,5.385641194719711,-3.2570970376883985,-1.903808973036678,4.787491742782046
Zeynep Bastık,64,turquía,0.621,0.674,0.241,0.00182,0.304,-5.777,0.215,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.864,0,0.671,1813818,0,1,1,0.0,5.19421161889503,-3.0533613863906273,-2.1541650878757723,5.099360202152626
kizaru,58,bielorrusia,0.891,0.842,0.0444,0.00519,0.492,-5.716,0.795,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0.574,1,0.292,1079604,0,0,0,2.4849066497880004,5.17482682401774,-1.4312917270506265,-1.7660917224794772,4.5270140309878
Ziva Magnolya,78,indonesia,0.49,0.287,0.923,0.000391,0.197,-9.003,0.163,4,0.897,0,0,0,1,0,0,0,0,0,0,0,0.641,1,0.524,981697,0,0,1,2.0794415416798357,5.456175451163617,-3.233989462678249,-2.0325579557809856,4.79332469797449
سجاد حقي,53,arabia_saudí,0.667,0.732,0.69,0.0,0.914,-8.26,0.696,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.585,0,0.473,2283,0,1,1,1.6094379124341003,5.031019451617358,-2.0794415416798357,-1.0384583658483626,4.673109168996284
Dizzy,67,suecia,0.834,0.713,0.203,0.0,0.862,-5.23,0.61,4,1.0,0,0,0,1,0,0,0,0,0,0,0,0.516,0,0.436,41047,0,1,0,0.0,4.743147928929994,-1.3862943611198906,-2.5902671654458267,4.897862187760004
Blaqbonez,51,nigeria,0.844,0.556,0.49,0.0,0.65,-5.531,0.168,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.016,1,0.346,213737,0,0,0,2.5649493574615367,5.016332368240748,-1.2006450142332614,-1.742969305058623,4.654284107266344
J. Cole,88,australia,0.69,0.521,0.324,0.0,0.494,-8.492,0.335,4,0.877,0,0,0,0,0,0,0,0,0,0,1,0.286,0,0.387,19334915,0,0,0,2.5649493574615367,5.679486366780778,-1.0817551716016867,-2.9299445330159877,4.605450146795407
Kabza De Small,52,sudáfrica,0.755,0.811,0.129,0.141,0.219,-8.731,0.98,4,0.612,0,0,0,0,0,0,0,0,0,0,0,0.208,0,0.383,2219793,0,0,1,2.8903717578961645,6.217170811865195,-3.18689277901515,-2.4937455984552046,4.727467461558464
The Pogues,74,irlanda,0.271,0.551,0.582,4.16e-05,0.428,-7.48,0.153,4,0.636,0,0,1,0,0,0,0,0,0,0,0,0.856,1,0.81,462925,0,0,1,2.9444389791664403,5.607513835676593,-3.085656981081978,-1.3625778345025745,4.358130891998327
Can Koç,77,turquía,0.471,0.671,0.0801,0.00965,0.637,-9.569,0.157,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0.325,0,0.32,39453,0,1,1,0.0,5.272999558563747,-1.8325814637483102,-1.995100393246085,5.17107472961103
Standly,72,chile,0.783,0.759,0.0449,9.02e-06,0.411,-5.782,0.874,4,1.0,0,0,0,0,0,0,0,0,0,0,1,0.533,0,0.595,612229,0,1,1,0.0,5.463543627913354,-2.2926347621408776,-1.8838747581358606,4.770667675169484
MADE,75,alemania,0.719,0.476,0.166,0.0,0.447,-10.453,0.053,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0.801,0,0.693,22326,0,1,1,0.0,5.239941152667004,-1.1425641761972924,-2.198225077669803,4.574319149170976
Steve Lacy,88,eeuu,0.603,0.784,0.446,8.32e-06,0.769,-4.023,0.854,4,0.595,0,0,0,0,0,0,1,0,0,0,0,0.542,1,0.549,3002129,0,1,1,0.0,5.153892569945218,-2.7806208939370456,-2.1286317858706076,5.147732820500363
Wizkid,66,nigeria,0.856,0.564,0.111,0.0,0.899,-6.451,0.103,4,1.0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0.029,3358687,0,0,1,2.5649493574615367,5.203127179544288,-1.7037485919053417,-2.877060743836492,4.6057300292466055
Malik Montana,72,polonia,0.749,0.601,0.128,1.61e-05,0.706,-5.844,0.802,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.402,0,0.271,960441,0,1,0,0.0,5.038801541422606,-1.410587053688935,-1.7544636844843582,4.718373863481943
DJ AK BR,80,brasil,0.685,0.644,0.746,0.755,0.405,-9.458,0.417,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.112,1,0.403,4772,0,1,0,0.0,5.213391086958436,-3.3104430183936913,-1.851509473633829,4.868126582802924
Drake,90,australia,0.529,0.673,0.000307,2.41e-06,0.366,-4.711,0.043,4,0.954,1,0,0,0,0,0,0,0,0,0,0,0.504,1,0.323,72390794,0,0,0,2.6390573296152584,5.386163395119106,-1.742969305058623,-2.375155785828881,5.111511771464019
Calin,64,eslovaquia,0.583,0.784,0.0621,4.49e-05,0.744,-6.708,0.836,4,0.984,0,0,0,0,0,0,1,0,0,0,0,0.427,0,0.568,293178,0,0,1,2.5649493574615367,5.066429444418452,-2.4281483159693913,-1.7660917224794772,4.905867195517367
Omer Adam,56,israel,0.637,0.53,0.679,3.67e-06,0.408,-5.661,0.514,4,0.395,0,0,0,0,0,0,0,0,0,0,0,0.485,0,0.604,1031515,0,1,1,0.0,5.044837022936486,-3.3932292120129786,-2.3055896020143445,4.943098504863968
